Sampling time,Reactor Temperature,Jacket Temperature,Heater current,Coolant flowrate,,,,,,,,,,,,,
1016,56.61924039,43.00672649,19.18788338,4,,,,,,,,,,,,,
1016.5,56.96118632,43.69244693,19.20750598,4,,,,,,,,,,,,,
1017,55.93534853,42.62577069,19.22689839,4,,,,,,,,,,,,,
1017.5,56.99227231,42.75275595,19.24606012,4,,,,,,,,,,,,,
1018,56.65032638,43.46387345,19.26499071,4,,,,,,,,,,,,,
1018.5,55.77991856,42.85434417,19.28368967,4,,,,,,,,,,,,,
1019,55.40688664,42.62577069,19.30215654,4,,,,,,,,,,,,,
1019.5,56.68141238,43.00672649,19.32039086,4,,,,,,,,,,,,,
1020,56.37055244,43.08291765,19.33839217,4,,,,,,,,,,,,,
1020.5,56.24620847,42.98132944,19.35616002,4,,,,,,,,,,,,,
1021,56.93010032,43.1083147,19.37369396,4,,,,,,,,,,,,,
1021.5,56.65032638,43.00672649,19.39099356,4,,,,,,,,,,,,,
1022,56.99227231,43.1083147,19.40805839,4,,,,,,,,,,,,,
1022.5,56.61924039,43.00672649,19.42488802,4,,,,,,,,,,,,,
1023,56.74358436,42.82894711,19.44148203,4,,,,,,,,,,,,,
1023.5,56.49489641,43.00672649,19.45783999,4,,,,,,,,,,,,,
1024,56.49489641,43.1083147,19.47396152,4,,,,,,,,,,,,,
1024.5,57.33421824,43.59085872,19.48984619,4,,,,,,,,,,,,,
1025,56.49489641,42.82894711,19.50549362,4,,,,,,,,,,,,,
1025.5,57.11661628,42.11782962,19.52090342,4,,,,,,,,,,,,,
1026,55.96643453,43.41307935,19.53607519,4,,,,,,,,,,,,,
1026.5,55.25145668,42.47338837,19.55100856,4,,,,,,,,,,,,,
1027,56.27729446,42.52418247,19.56570315,4,,,,,,,,,,,,,
1027.5,57.17878827,43.41307935,19.5801586,4,,,,,,,,,,,,,
1028,55.90426254,42.49878542,19.59437455,4,,,,,,,,,,,,,
1028.5,56.24620847,42.80355006,19.60835064,4,,,,,,,,,,,,,
1029,56.40163843,42.82894711,19.62208652,4,,,,,,,,,,,,,
1029.5,57.17878827,41.81306497,19.63558185,4,,,,,,,,,,,,,
1030,55.25145668,42.16862372,19.6488363,4,,,,,,,,,,,,,
1030.5,56.40163843,42.87974122,19.66184952,4,,,,,,,,,,,,,
1031,56.37055244,42.75275595,19.67462119,4,,,,,,,,,,,,,
1031.5,56.61924039,42.80355006,19.687151,4,,,,,,,,,,,,,
1032,56.65032638,43.89562336,19.69943863,4,,,,,,,,,,,,,
1032.5,56.68141238,43.69244693,19.71148378,4,,,,,,,,,,,,,
1033,57.24096026,42.82894711,19.72328614,4,,,,,,,,,,,,,
1033.5,56.37055244,42.62577069,19.73484542,4,,,,,,,,,,,,,
1034,55.93534853,42.52418247,19.74616132,4,,,,,,,,,,,,,
1034.5,56.12186449,43.69244693,19.75723358,4,,,,,,,,,,,,,
1035,55.50014462,41.86385908,19.7680619,4,,,,,,,,,,,,,
1035.5,57.11661628,43.00672649,19.77864602,4,,,,,,,,,,,,,
1036,55.81100456,42.49878542,19.78898568,4,,,,,,,,,,,,,
1036.5,57.24096026,43.18450586,19.79908061,4,,,,,,,,,,,,,
1037,57.17878827,42.95593238,19.80893057,4,,,,,,,,,,,,,
1037.5,56.12186449,41.81306497,19.8185353,4,,,,,,,,,,,,,
1038,56.5570684,42.80355006,19.82789457,4,,,,,,,,,,,,,
1038.5,56.21512247,42.80355006,19.83700815,4,,,,,,,,,,,,,
1039,56.0907785,43.08291765,19.8458758,4,,,,,,,,,,,,,
1039.5,56.24620847,42.57497658,19.8544973,4,,,,,,,,,,,,,
1040,55.84209055,42.04163846,19.86287244,4,,,,,,,,,,,,,
1040.5,56.5570684,42.80355006,19.87100101,4,,,,,,,,,,,,,
1041,55.84209055,42.39719721,19.87888281,4,,,,,,,,,,,,,
1041.5,55.90426254,42.52418247,19.88651763,4,,,,,,,,,,,,,
1042,56.40163843,42.37180015,19.89390529,4,,,,,,,,,,,,,
1042.5,56.12186449,42.80355006,19.9010456,4,,,,,,,,,,,,,
1043,56.27729446,42.65116774,19.90793839,4,,,,,,,,,,,,,
1043.5,56.12186449,42.52418247,19.91458348,4,,,,,,,,,,,,,
1044,55.37580065,42.29560899,19.92098071,4,,,,,,,,,,,,,
1044.5,56.27729446,42.65116774,19.92712991,4,,,,,,,,,,,,,
1045,56.40163843,42.70196185,19.93303093,4,,,,,,,,,,,,,
1045.5,56.37055244,43.59085872,19.93868363,4,,,,,,,,,,,,,
1046,55.5934026,42.21941783,19.94408787,4,,,,,,,,,,,,,
1046.5,56.49489641,42.49878542,19.9492435,4,,,,,,,,,,,,,
1047,56.12186449,43.41307935,19.9541504,4,,,,,,,,,,,,,
1047.5,57.45856221,43.41307935,19.95880845,4,,,,,,,,,,,,,
1048,56.21512247,42.82894711,19.96321752,4,,,,,,,,,,,,,
1048.5,56.24620847,42.98132944,19.96737752,4,,,,,,,,,,,,,
1049,56.37055244,42.82894711,19.97128833,4,,,,,,,,,,,,,
1049.5,56.12186449,42.87974122,19.97494987,4,,,,,,,,,,,,,
1050,56.0907785,42.62577069,19.97836202,4,,,,,,,,,,,,,
1050.5,56.24620847,42.65116774,19.98152472,4,,,,,,,,,,,,,
1051,55.96643453,42.75275595,19.98443789,4,,,,,,,,,,,,,
1051.5,56.61924039,42.95593238,19.98710144,4,,,,,,,,,,,,,
1052,56.12186449,42.95593238,19.98951531,4,,,,,,,,,,,,,
1052.5,56.37055244,42.70196185,19.99167945,4,,,,,,,,,,,,,
1053,57.08553029,43.66704988,19.9935938,4,,,,,,,,,,,,,
1053.5,55.25145668,41.99084435,19.99525831,4,,,,,,,,,,,,,
1054,56.18403648,43.18450586,19.99667293,4,,,,,,,,,,,,,
1054.5,56.21512247,42.52418247,19.99783764,4,,,,,,,,,,,,,
1055,56.27729446,42.70196185,19.99875241,4,,,,,,,,,,,,,
1055.5,56.49489641,42.7273589,19.9994172,4,,,,,,,,,,,,,
1056,55.09602671,43.23529997,19.99983201,4,,,,,,,,,,,,,
1056.5,55.96643453,42.82894711,19.99999683,4,,,,,,,,,,,,,
1057,55.77991856,42.62577069,19.99991165,4,,,,,,,,,,,,,
1057.5,56.27729446,42.52418247,19.99957646,4,,,,,,,,,,,,,
1058,56.21512247,42.62577069,19.9989913,4,,,,,,,,,,,,,
1058.5,56.49489641,42.27021194,19.99815615,4,,,,,,,,,,,,,
1059,57.45856221,43.51466756,19.99707105,4,,,,,,,,,,,,,
1059.5,55.22037068,41.94005024,19.99573603,4,,,,,,,,,,,,,
1060,55.96643453,42.39719721,19.99415111,4,,,,,,,,,,,,,
1060.5,56.0907785,42.52418247,19.99231634,4,,,,,,,,,,,,,
1061,56.24620847,42.49878542,19.99023177,4,,,,,,,,,,,,,
1061.5,56.40163843,42.70196185,19.98789743,4,,,,,,,,,,,,,
1062,56.37055244,42.62577069,19.98531341,4,,,,,,,,,,,,,
1062.5,56.5570684,43.69244693,19.98247974,4,,,,,,,,,,,,,
1063,56.21512247,42.80355006,19.97939652,4,,,,,,,,,,,,,
1063.5,55.53123062,41.86385908,19.97606381,4,,,,,,,,,,,,,
1064,56.65032638,42.65116774,19.9724817,4,,,,,,,,,,,,,
1064.5,57.39639023,43.00672649,19.96865028,4,,,,,,,,,,,,,
1065,56.24620847,42.49878542,19.96456965,4,,,,,,,,,,,,,
1065.5,56.27729446,42.44799131,19.9602399,4,,,,,,,,,,,,,
1066,55.93534853,42.49878542,19.95566114,4,,,,,,,,,,,,,
1066.5,56.89901433,43.8194322,19.9508335,4,,,,,,,,,,,,,
1067,56.40163843,42.65116774,19.94575708,4,,,,,,,,,,,,,
1067.5,56.68141238,42.75275595,19.94043202,4,,,,,,,,,,,,,
1068,56.24620847,42.65116774,19.93485845,4,,,,,,,,,,,,,
1068.5,56.40163843,42.65116774,19.92903651,4,,,,,,,,,,,,,
1069,56.37055244,42.65116774,19.92296634,4,,,,,,,,,,,,,
1069.5,55.96643453,41.86385908,19.9166481,4,,,,,,,,,,,,,
1070,56.27729446,42.3464031,19.91008195,4,,,,,,,,,,,,,
1070.5,55.34471466,41.86385908,19.90326804,4,,,,,,,,,,,,,
1071,56.24620847,42.21941783,19.89620655,4,,,,,,,,,,,,,
1071.5,56.24620847,42.70196185,19.88889766,4,,,,,,,,,,,,,
1072,55.53123062,42.27021194,19.88134155,4,,,,,,,,,,,,,
1072.5,56.40163843,42.52418247,19.8735384,4,,,,,,,,,,,,,
1073,56.96118632,44.12419684,19.86548841,4,,,,,,,,,,,,,
1073.5,56.99227231,43.23529997,19.85719179,4,,,,,,,,,,,,,
1074,57.11661628,41.99084435,19.84864874,4,,,,,,,,,,,,,
1074.5,56.24620847,43.00672649,19.83985947,4,,,,,,,,,,,,,
1075,56.21512247,42.70196185,19.83082421,4,,,,,,,,,,,,,
1075.5,56.21512247,42.49878542,19.82154317,4,,,,,,,,,,,,,
1076,56.5570684,42.57497658,19.8120166,4,,,,,,,,,,,,,
1076.5,56.5570684,42.47338837,19.80224473,4,,,,,,,,,,,,,
1077,56.68141238,42.37180015,19.7922278,4,,,,,,,,,,,,,
1077.5,55.96643453,41.76227087,19.78196607,4,,,,,,,,,,,,,
1078,55.37580065,42.21941783,19.77145979,4,,,,,,,,,,,,,
1078.5,56.27729446,42.39719721,19.76070922,4,,,,,,,,,,,,,
1079,56.0907785,42.65116774,19.74971464,4,,,,,,,,,,,,,
1079.5,56.12186449,42.52418247,19.73847631,4,,,,,,,,,,,,,
1080,56.05969251,41.53369739,19.72699452,4,,,,,,,,,,,,,
1080.5,56.21512247,42.65116774,19.71526956,4,,,,,,,,,,,,,
1081,56.12186449,42.57497658,19.70330171,4,,,,,,,,,,,,,
1081.5,56.27729446,42.39719721,19.69109129,4,,,,,,,,,,,,,
1082,56.40163843,42.57497658,19.67863859,4,,,,,,,,,,,,,
1082.5,56.24620847,42.52418247,19.66594392,4,,,,,,,,,,,,,
1083,56.40163843,42.62577069,19.6530076,4,,,,,,,,,,,,,
1083.5,56.40163843,41.94005024,19.63982996,4,,,,,,,,,,,,,
1084,56.99227231,43.20990292,19.62641133,4,,,,,,,,,,,,,
1084.5,56.24620847,42.27021194,19.61275203,4,,,,,,,,,,,,,
1085,56.12186449,42.3464031,19.59885242,4,,,,,,,,,,,,,
1085.5,56.21512247,42.82894711,19.58471283,4,,,,,,,,,,,,,
1086,56.49489641,41.94005024,19.57033363,4,,,,,,,,,,,,,
1086.5,56.27729446,42.39719721,19.55571517,4,,,,,,,,,,,,,
1087,55.25145668,42.27021194,19.54085782,4,,,,,,,,,,,,,
1087.5,55.84209055,43.1083147,19.52576194,4,,,,,,,,,,,,,
1088,57.20987426,43.00672649,19.51042793,4,,,,,,,,,,,,,
1088.5,57.48964821,43.46387345,19.49485615,4,,,,,,,,,,,,,
1089,56.21512247,42.16862372,19.479047,4,,,,,,,,,,,,,
1089.5,56.0907785,42.62577069,19.46300088,4,,,,,,,,,,,,,
1090,56.24620847,42.16862372,19.44671818,4,,,,,,,,,,,,,
1090.5,56.68141238,42.70196185,19.43019931,4,,,,,,,,,,,,,
1091,56.27729446,42.52418247,19.41344469,4,,,,,,,,,,,,,
1091.5,55.71774658,42.39719721,19.39645474,4,,,,,,,,,,,,,
1092,56.27729446,42.29560899,19.37922987,4,,,,,,,,,,,,,
1092.5,55.81100456,41.53369739,19.36177052,4,,,,,,,,,,,,,
1093,56.27729446,41.86385908,19.34407713,4,,,,,,,,,,,,,
1093.5,57.33421824,42.80355006,19.32615014,4,,,,,,,,,,,,,
1094,56.21512247,42.47338837,19.30798999,4,,,,,,,,,,,,,
1094.5,56.40163843,42.52418247,19.28959715,4,,,,,,,,,,,,,
1095,55.77991856,42.47338837,19.27097207,4,,,,,,,,,,,,,
1095.5,55.84209055,41.6352856,19.25211521,4,,,,,,,,,,,,,
1096,56.61924039,42.82894711,19.23302705,4,,,,,,,,,,,,,
1096.5,56.37055244,42.47338837,19.21370806,4,,,,,,,,,,,,,
1097,55.40688664,41.99084435,19.19415873,4,,,,,,,,,,,,,
1097.5,56.18403648,42.47338837,19.17437955,4,,,,,,,,,,,,,
1098,56.27729446,42.57497658,19.15437101,4,,,,,,,,,,,,,
1098.5,57.39639023,43.0575206,19.13413361,4,,,,,,,,,,,,,
1099,56.27729446,42.47338837,19.11366786,4,,,,,,,,,,,,,
1099.5,55.93534853,42.39719721,19.09297427,4,,,,,,,,,,,,,
1100,56.24620847,42.57497658,19.07205335,4,,,,,,,,,,,,,
1100.5,56.0907785,42.52418247,19.05090563,4,,,,,,,,,,,,,
1101,56.21512247,42.44799131,19.02953164,4,,,,,,,,,,,,,
1101.5,55.15819869,42.11782962,19.00793192,4,,,,,,,,,,,,,
1102,56.24620847,42.39719721,18.98610699,4,,,,,,,,,,,,,
1102.5,57.39639023,43.23529997,18.96405741,4,,,,,,,,,,,,,
1103,56.27729446,42.0162414,18.94178373,4,,,,,,,,,,,,,
1103.5,56.27729446,42.52418247,18.91928651,4,,,,,,,,,,,,,
1104,56.21512247,42.39719721,18.8965663,4,,,,,,,,,,,,,
1104.5,56.21512247,42.65116774,18.87362369,4,,,,,,,,,,,,,
1105,56.12186449,42.62577069,18.85045923,4,,,,,,,,,,,,,
1105.5,56.37055244,42.57497658,18.82707351,4,,,,,,,,,,,,,
1106,57.11661628,42.87974122,18.80346711,4,,,,,,,,,,,,,
1106.5,56.49489641,42.70196185,18.77964063,4,,,,,,,,,,,,,
1107,55.96643453,43.18450586,18.75559466,4,,,,,,,,,,,,,
1107.5,55.5934026,43.41307935,18.7313298,4,,,,,,,,,,,,,
1108,56.5570684,42.62577069,18.70684665,4,,,,,,,,,,,,,
1108.5,56.27729446,42.47338837,18.68214583,4,,,,,,,,,,,,,
1109,56.24620847,42.37180015,18.65722797,4,,,,,,,,,,,,,
1109.5,56.65032638,41.78766792,18.63209367,4,,,,,,,,,,,,,
1110,57.11661628,42.70196185,18.60674357,4,,,,,,,,,,,,,
1110.5,56.49489641,42.27021194,18.5811783,4,,,,,,,,,,,,,
1111,56.68141238,42.70196185,18.5553985,4,,,,,,,,,,,,,
1111.5,56.27729446,42.39719721,18.52940482,4,,,,,,,,,,,,,
1112,56.27729446,42.47338837,18.5031979,4,,,,,,,,,,,,,
1112.5,56.5570684,42.44799131,18.4767784,4,,,,,,,,,,,,,
1113,55.53123062,43.00672649,18.45014699,4,,,,,,,,,,,,,
1113.5,56.52598241,42.39719721,18.42330432,4,,,,,,,,,,,,,
1114,56.27729446,42.52418247,18.39625107,4,,,,,,,,,,,,,
1114.5,55.96643453,41.88925614,18.36898791,4,,,,,,,,,,,,,
1115,56.21512247,42.47338837,18.34151553,4,,,,,,,,,,,,,
1115.5,56.5570684,42.39719721,18.31383461,4,,,,,,,,,,,,,
1116,56.49489641,42.44799131,18.28594584,4,,,,,,,,,,,,,
1116.5,56.74358436,42.49878542,18.25784993,4,,,,,,,,,,,,,
1117,56.49489641,42.49878542,18.22954757,4,,,,,,,,,,,,,
1117.5,55.5934026,42.70196185,18.20103948,4,,,,,,,,,,,,,
1118,56.49489641,42.52418247,18.17232635,4,,,,,,,,,,,,,
1118.5,56.27729446,42.62577069,18.14340892,4,,,,,,,,,,,,,
1119,56.21512247,41.73687381,18.11428791,4,,,,,,,,,,,,,
1119.5,55.96643453,43.51466756,18.08496404,4,,,,,,,,,,,,,
1120,56.49489641,42.52418247,18.05543804,4,,,,,,,,,,,,,
1120.5,56.65032638,42.52418247,18.02571066,4,,,,,,,,,,,,,
1121,56.37055244,41.86385908,17.99578264,4,,,,,,,,,,,,,
1121.5,57.24096026,42.47338837,17.96565472,4,,,,,,,,,,,,,
1122,56.96118632,42.95593238,17.93532766,4,,,,,,,,,,,,,
1122.5,56.05969251,42.39719721,17.90480222,4,,,,,,,,,,,,,
1123,56.40163843,42.47338837,17.87407916,4,,,,,,,,,,,,,
1123.5,55.93534853,43.00672649,17.84315925,4,,,,,,,,,,,,,
1124,56.99227231,41.86385908,17.81204326,4,,,,,,,,,,,,,
1124.5,56.68141238,43.51466756,17.78073197,4,,,,,,,,,,,,,
1125,56.65032638,42.39719721,17.74922616,4,,,,,,,,,,,,,
1125.5,56.68141238,43.4384764,17.71752662,4,,,,,,,,,,,,,
1126,56.65032638,42.57497658,17.68563414,4,,,,,,,,,,,,,
1126.5,55.50014462,41.81306497,17.65354953,4,,,,,,,,,,,,,
1127,56.40163843,42.44799131,17.62127357,4,,,,,,,,,,,,,
1127.5,56.37055244,42.87974122,17.58880708,4,,,,,,,,,,,,,
1128,57.45856221,42.98132944,17.55615087,4,,,,,,,,,,,,,
1128.5,56.37055244,42.47338837,17.52330576,4,,,,,,,,,,,,,
1129,56.5570684,42.65116774,17.49027257,4,,,,,,,,,,,,,
1129.5,55.40688664,41.81306497,17.45705212,4,,,,,,,,,,,,,
1130,56.37055244,42.95593238,17.42364525,4,,,,,,,,,,,,,
1130.5,56.89901433,42.27021194,17.39005278,4,,,,,,,,,,,,,
1131,56.68141238,42.39719721,17.35627556,4,,,,,,,,,,,,,
1131.5,56.49489641,42.52418247,17.32231444,4,,,,,,,,,,,,,
1132,56.99227231,43.00672649,17.28817026,4,,,,,,,,,,,,,
1132.5,56.49489641,42.49878542,17.25384387,4,,,,,,,,,,,,,
1133,56.65032638,42.47338837,17.21933614,4,,,,,,,,,,,,,
1133.5,56.21512247,42.57497658,17.18464793,4,,,,,,,,,,,,,
1134,56.80575635,42.39719721,17.1497801,4,,,,,,,,,,,,,
1134.5,56.27729446,42.80355006,17.11473353,4,,,,,,,,,,,,,
1135,57.36530423,43.23529997,17.07950909,4,,,,,,,,,,,,,
1135.5,56.52598241,42.39719721,17.04410766,4,,,,,,,,,,,,,
1136,56.68141238,42.52418247,17.00853013,4,,,,,,,,,,,,,
1136.5,56.77467036,41.99084435,16.97277738,4,,,,,,,,,,,,,
1137,56.99227231,43.1083147,16.93685032,4,,,,,,,,,,,,,
1137.5,56.52598241,42.52418247,16.90074984,4,,,,,,,,,,,,,
1138,56.24620847,41.86385908,16.86447683,4,,,,,,,,,,,,,
1138.5,56.49489641,43.00672649,16.82803222,4,,,,,,,,,,,,,
1139,57.17878827,42.29560899,16.7914169,4,,,,,,,,,,,,,
1139.5,56.61924039,42.47338837,16.75463181,4,,,,,,,,,,,,,
1140,56.5570684,42.39719721,16.71767784,4,,,,,,,,,,,,,
1140.5,56.80575635,42.27021194,16.68055593,4,,,,,,,,,,,,,
1141,57.36530423,43.54006461,16.64326701,4,,,,,,,,,,,,,
1141.5,56.99227231,42.52418247,16.60581201,4,,,,,,,,,,,,,
1142,56.5570684,42.52418247,16.56819187,4,,,,,,,,,,,,,
1142.5,56.93010032,43.1083147,16.53040752,4,,,,,,,,,,,,,
1143,57.36530423,43.00672649,16.49245991,4,,,,,,,,,,,,,
1143.5,56.40163843,42.62577069,16.45434998,4,,,,,,,,,,,,,
1144,56.65032638,42.3464031,16.4160787,4,,,,,,,,,,,,,
1144.5,56.74358436,42.39719721,16.37764702,4,,,,,,,,,,,,,
1145,56.96118632,43.23529997,16.3390559,4,,,,,,,,,,,,,
1145.5,56.61924039,42.57497658,16.3003063,4,,,,,,,,,,,,,
1146,56.74358436,42.14322667,16.26139919,4,,,,,,,,,,,,,
1146.5,56.65032638,41.88925614,16.22233555,4,,,,,,,,,,,,,
1147,56.74358436,42.47338837,16.18311635,4,,,,,,,,,,,,,
1147.5,57.33421824,41.78766792,16.14374258,4,,,,,,,,,,,,,
1148,56.68141238,43.0575206,16.10421521,4,,,,,,,,,,,,,
1148.5,57.36530423,42.82894711,16.06453523,4,,,,,,,,,,,,,
1149,56.21512247,43.00672649,16.02470365,4,,,,,,,,,,,,,
1149.5,56.65032638,42.47338837,15.98472144,4,,,,,,,,,,,,,
1150,56.65032638,42.70196185,15.94458962,4,,,,,,,,,,,,,
1150.5,56.65032638,42.47338837,15.90430918,4,,,,,,,,,,,,,
1151,55.77991856,41.86385908,15.86388114,4,,,,,,,,,,,,,
1151.5,56.49489641,41.73687381,15.8233065,4,,,,,,,,,,,,,
1152,56.74358436,42.47338837,15.78258627,4,,,,,,,,,,,,,
1152.5,56.80575635,42.39719721,15.74172148,4,,,,,,,,,,,,,
1153,55.34471466,41.86385908,15.70071315,4,,,,,,,,,,,,,
1153.5,56.24620847,41.33052096,15.6595623,4,,,,,,,,,,,,,
1154,56.37055244,43.1083147,15.61826997,4,,,,,,,,,,,,,
1154.5,56.65032638,42.47338837,15.57683717,4,,,,,,,,,,,,,
1155,56.5570684,42.52418247,15.53526496,4,,,,,,,,,,,,,
1155.5,57.45856221,43.59085872,15.49355436,4,,,,,,,,,,,,,
1156,56.68141238,42.44799131,15.45170643,4,,,,,,,,,,,,,
1156.5,56.77467036,42.65116774,15.4097222,4,,,,,,,,,,,,,
1157,56.24620847,42.65116774,15.36760273,4,,,,,,,,,,,,,
1157.5,56.80575635,42.70196185,15.32534908,4,,,,,,,,,,,,,
1158,56.93010032,43.1083147,15.28296228,4,,,,,,,,,,,,,
1158.5,56.93010032,42.62577069,15.24044342,4,,,,,,,,,,,,,
1159,56.96118632,42.27021194,15.19779354,4,,,,,,,,,,,,,
1159.5,56.99227231,42.70196185,15.15501372,4,,,,,,,,,,,,,
1160,56.27729446,41.45750623,15.11210502,4,,,,,,,,,,,,,
1160.5,56.80575635,42.39719721,15.06906852,4,,,,,,,,,,,,,
1161,56.80575635,42.11782962,15.0259053,4,,,,,,,,,,,,,
1161.5,57.11661628,43.18450586,14.98261642,4,,,,,,,,,,,,,
1162,56.96118632,42.27021194,14.93920299,4,,,,,,,,,,,,,
1162.5,57.45856221,41.68607971,14.89566607,4,,,,,,,,,,,,,
1163,56.74358436,42.49878542,14.85200676,4,,,,,,,,,,,,,
1163.5,56.5570684,42.47338837,14.80822615,4,,,,,,,,,,,,,
1164,56.99227231,42.04163846,14.76432534,4,,,,,,,,,,,,,
1164.5,56.74358436,42.82894711,14.72030541,4,,,,,,,,,,,,,
1165,56.27729446,41.88925614,14.67616748,4,,,,,,,,,,,,,
1165.5,56.99227231,42.47338837,14.63191265,4,,,,,,,,,,,,,
1166,57.95593811,42.98132944,14.58754202,4,,,,,,,,,,,,,
1166.5,57.83159413,43.00672649,14.5430567,4,,,,,,,,,,,,,
1167,56.27729446,42.39719721,14.4984578,4,,,,,,,,,,,,,
1167.5,56.77467036,42.62577069,14.45374645,4,,,,,,,,,,,,,
1168,57.58290619,42.39719721,14.40892374,4,,,,,,,,,,,,,
1168.5,57.61399218,41.10194748,14.36399082,4,,,,,,,,,,,,,
1169,57.39639023,42.27021194,14.3189488,4,,,,,,,,,,,,,
1169.5,56.77467036,42.52418247,14.2737988,4,,,,,,,,,,,,,
1170,57.20987426,42.87974122,14.22854196,4,,,,,,,,,,,,,
1170.5,57.61399218,42.70196185,14.18317941,4,,,,,,,,,,,,,
1171,57.11661628,42.47338837,14.13771227,4,,,,,,,,,,,,,
1171.5,56.99227231,41.86385908,14.0921417,4,,,,,,,,,,,,,
1172,57.89376612,43.56546167,14.04646882,4,,,,,,,,,,,,,
1172.5,57.45856221,43.08291765,14.00069478,4,,,,,,,,,,,,,
1173,56.99227231,42.39719721,13.95482072,4,,,,,,,,,,,,,
1173.5,56.80575635,42.39719721,13.90884779,4,,,,,,,,,,,,,
1174,57.17878827,42.52418247,13.86277714,4,,,,,,,,,,,,,
1174.5,57.17878827,42.39719721,13.81660992,4,,,,,,,,,,,,,
1175,56.96118632,42.37180015,13.77034729,4,,,,,,,,,,,,,
1175.5,57.45856221,42.65116774,13.72399039,4,,,,,,,,,,,,,
1176,57.95593811,42.80355006,13.6775404,4,,,,,,,,,,,,,
1176.5,56.18403648,42.49878542,13.63099847,4,,,,,,,,,,,,,
1177,56.99227231,42.62577069,13.58436577,4,,,,,,,,,,,,,
1177.5,56.65032638,41.86385908,13.53764345,4,,,,,,,,,,,,,
1178,56.74358436,42.52418247,13.4908327,4,,,,,,,,,,,,,
1178.5,57.11661628,42.57497658,13.44393467,4,,,,,,,,,,,,,
1179,57.67616417,42.65116774,13.39695055,4,,,,,,,,,,,,,
1179.5,56.27729446,42.0162414,13.3498815,4,,,,,,,,,,,,,
1180,56.12186449,42.09243256,13.30272871,4,,,,,,,,,,,,,
1180.5,56.99227231,42.52418247,13.25549335,4,,,,,,,,,,,,,
1181,57.39639023,43.51466756,13.2081766,4,,,,,,,,,,,,,
1181.5,57.33421824,42.49878542,13.16077964,4,,,,,,,,,,,,,
1182,58.14245407,43.00672649,13.11330367,4,,,,,,,,,,,,,
1182.5,58.04919609,42.47338837,13.06574986,4,,,,,,,,,,,,,
1183,55.93534853,41.86385908,13.01811941,4,,,,,,,,,,,,,
1183.5,57.39639023,42.87974122,12.97041351,4,,,,,,,,,,,,,
1184,57.89376612,42.87974122,12.92263335,4,,,,,,,,,,,,,
1184.5,56.27729446,41.66068265,12.87478012,4,,,,,,,,,,,,,
1185,57.24096026,42.75275595,12.82685503,4,,,,,,,,,,,,,
1185.5,58.29788404,43.0575206,12.77885926,4,,,,,,,,,,,,,
1186,56.65032638,41.53369739,12.73079402,4,,,,,,,,,,,,,
1186.5,57.89376612,42.70196185,12.68266051,4,,,,,,,,,,,,,
1187,57.33421824,42.47338837,12.63445993,4,,,,,,,,,,,,,
1187.5,57.24096026,42.62577069,12.5861935,4,,,,,,,,,,,,,
1188,56.49489641,42.04163846,12.5378624,4,,,,,,,,,,,,,
1188.5,57.36530423,42.87974122,12.48946787,4,,,,,,,,,,,,,
1189,57.17878827,42.52418247,12.44101109,4,,,,,,,,,,,,,
1189.5,57.33421824,42.65116774,12.39249329,4,,,,,,,,,,,,,
1190,57.89376612,41.88925614,12.34391568,4,,,,,,,,,,,,,
1190.5,56.21512247,41.3051239,12.29527947,4,,,,,,,,,,,,,
1191,57.89376612,41.66068265,12.24658588,4,,,,,,,,,,,,,
1191.5,56.80575635,42.47338837,12.19783612,4,,,,,,,,,,,,,
1192,57.17878827,42.04163846,12.14903142,4,,,,,,,,,,,,,
1192.5,57.36530423,42.39719721,12.10017299,4,,,,,,,,,,,,,
1193,56.65032638,42.39719721,12.05126206,4,,,,,,,,,,,,,
1193.5,56.77467036,42.62577069,12.00229985,4,,,,,,,,,,,,,
1194,57.61399218,43.66704988,11.95328758,4,,,,,,,,,,,,,
1194.5,57.39639023,42.70196185,11.90422647,4,,,,,,,,,,,,,
1195,57.39639023,42.49878542,11.85511777,4,,,,,,,,,,,,,
1195.5,57.33421824,42.57497658,11.80596268,4,,,,,,,,,,,,,
1196,57.45856221,42.27021194,11.75676244,4,,,,,,,,,,,,,
1196.5,57.39639023,42.3464031,11.70751829,4,,,,,,,,,,,,,
1197,57.39639023,42.65116774,11.65823145,4,,,,,,,,,,,,,
1197.5,57.36530423,42.47338837,11.60890315,4,,,,,,,,,,,,,
1198,56.5570684,42.0162414,11.55953463,4,,,,,,,,,,,,,
1198.5,57.36530423,42.52418247,11.51012712,4,,,,,,,,,,,,,
1199,57.48964821,42.85434417,11.46068186,4,,,,,,,,,,,,,
1199.5,58.88851791,43.79403515,11.41120008,4,,,,,,,,,,,,,
1200,57.36530423,42.82894711,11.36168302,4,,,,,,,,,,,,,
1200.5,58.20462606,43.00672649,11.31213192,4,,,,,,,,,,,,,
1201,57.48964821,42.70196185,11.26254802,4,,,,,,,,,,,,,
1201.5,57.61399218,42.70196185,11.21293255,4,,,,,,,,,,,,,
1202,57.33421824,42.70196185,11.16328676,4,,,,,,,,,,,,,
1202.5,57.39639023,42.82894711,11.11361189,4,,,,,,,,,,,,,
1203,57.39639023,42.75275595,11.06390917,4,,,,,,,,,,,,,
1203.5,57.45856221,42.49878542,11.01417986,4,,,,,,,,,,,,,
1204,57.39639023,42.70196185,10.9644252,4,,,,,,,,,,,,,
